iter	MultiClass
219	0.9894706832
220	0.988935193
221	0.988008981
222	0.9871645701
223	0.9858769825
224	0.9852613892
225	0.9848330006
226	0.9840612543
227	0.9833025397
228	0.9826654303
229	0.9817523119
230	0.9811850884
231	0.9802619099
232	0.9793525082
233	0.9786362794
234	0.977763777
235	0.9773866571
236	0.9769294636
237	0.9763748414
238	0.9757208433
239	0.9749043039
240	0.9742527103
241	0.9736006295
242	0.9728585369
243	0.9723070116
244	0.9718532325
245	0.971424862
246	0.9710869629
247	0.9708063854
248	0.9701830827
249	0.9695853811
250	0.9689592013
251	0.968176346
252	0.9675894731
253	0.9671274195
254	0.9668172274
255	0.9664628913
256	0.9659401933
257	0.9657876371
258	0.9657876028
259	0.9652082145
260	0.9651537577
261	0.9644024115
262	0.9635986758
263	0.9630069665
264	0.9622018679
265	0.9617924392
266	0.9612234643
267	0.9606700519
268	0.9599916673
269	0.9595307941
270	0.958957542
271	0.9584670894
272	0.9577123482
273	0.957204924
274	0.9565711157
275	0.9560154938
276	0.9552939355
277	0.9543748885
278	0.9538987765
279	0.9534543818
280	0.9531054035
281	0.9528514923
282	0.9526327258
283	0.952451451
284	0.9520073152
285	0.9516578081
286	0.9512194161
287	0.9506013218
288	0.9499215065
289	0.9495790191
290	0.9489884092
291	0.9483070189
292	0.9477019916
293	0.9472902554
294	0.946847603
295	0.9463534947
296	0.9457112583
297	0.9453472719
298	0.9448157315
299	0.9442084812
300	0.9437623106
301	0.9432547829
302	0.9427693295
303	0.9423988364
304	0.9418034566
305	0.941339837
306	0.9408550483
307	0.9403604631
308	0.9400820574
309	0.9392691993
310	0.9387784981
311	0.9387784301
312	0.9384480045
313	0.9378237795
314	0.9373480476
315	0.936977356
316	0.9365996742
317	0.9358832105
318	0.9353193806
319	0.9349975388
320	0.934927073
321	0.9344980664
322	0.9339832006
323	0.9336727499
324	0.9336726954
325	0.9335689257
326	0.9333433691
327	0.9329285908
328	0.9324835492
329	0.9322387742
330	0.9313758809
331	0.930864033
332	0.9302966492
333	0.9295278196
334	0.9291643043
335	0.9286406366
336	0.9282836971
337	0.9277668514
338	0.9273433128
339	0.9268236387
340	0.9264808149
341	0.9262381084
342	0.925796184
343	0.9254563983
344	0.9251460622
345	0.9244162831
346	0.9240516182
347	0.9235488818
348	0.9233011626
349	0.9226644069
350	0.9222512071
351	0.9218854781
352	0.9215327813
353	0.9209537165
354	0.9206225308
355	0.9203834969
356	0.9199439447
357	0.9196760096
358	0.9190528792
359	0.91861319
360	0.91807154
361	0.9177858628
362	0.9175223357
363	0.9171579847
364	0.9168206555
365	0.9161985059
366	0.9156539772
367	0.9152437984
368	0.9148244376
369	0.9142958433
370	0.9134906656
371	0.9128254552
372	0.9123609099
373	0.9119743267
374	0.9113843905
375	0.911067315
376	0.9104631659
377	0.9099401234
378	0.9095387092
379	0.9093072893
380	0.9087455288
381	0.9083064638
382	0.9078638766
383	0.907563296
384	0.9072133792
385	0.9067344389
386	0.9063216301
387	0.9057415838
388	0.9052734223
389	0.9051977894
390	0.904644768
391	0.9042950644
392	0.9039231349
393	0.903340673
394	0.9029853442
395	0.9024531255
396	0.902159179
397	0.9016971722
398	0.9012232038
399	0.9007694737
400	0.9004413034
401	0.8998843957
402	0.8994964082
403	0.899198483
404	0.8988720788
405	0.8984235109
406	0.8980409546
407	0.8975769867
408	0.8970911246
409	0.8964468898
410	0.8960925714
411	0.896092402
412	0.8956818252
413	0.8953931408
414	0.8951227395
415	0.8946947747
416	0.8942829803
417	0.8938968908
418	0.8936254006
419	0.8932855999
420	0.8931330307
421	0.8927880201
422	0.8924117734
423	0.8920321616
424	0.8916482809
425	0.8912315438
426	0.890897192
427	0.890576291
428	0.8901909095
429	0.8897220524
430	0.8892330066
431	0.8888230723
432	0.8885601444
433	0.8882424853
434	0.8878170042
435	0.8874918736
436	0.8872099234
437	0.8869081602
438	0.8863907438
439	0.8860567599
440	0.8856489362
441	0.8852279107
442	0.8847129429
443	0.8840650628
444	0.8837355626
445	0.8833437077
446	0.8831301585
447	0.8828900814
448	0.8826967002
449	0.8823039862
450	0.8821112631
451	0.8817503041
452	0.8814050022
453	0.8810064886
454	0.8806363879
455	0.8802728567
456	0.8801033249
457	0.8796832529
458	0.8793890986
459	0.8791364453
460	0.8789321683
461	0.8786385931
462	0.878212356
463	0.8777616701
464	0.877400494
465	0.8769657327
466	0.8766096358
467	0.876283887
468	0.8760375067
469	0.8756631653
470	0.8753052955
471	0.8749305831
472	0.8746202421
473	0.8743161271
474	0.8741125056
475	0.8737978496
476	0.8733113906
477	0.8730398633
478	0.8727755897
479	0.8724699722
480	0.8720248937
481	0.8716678651
482	0.8714724217
483	0.8711178821
484	0.8709273755
485	0.8707252095
486	0.8704020669
487	0.8701152379
488	0.8698838658
489	0.8695873942
490	0.8695473361
491	0.8692517951
492	0.8687680387
493	0.8685111264
494	0.8682382566
495	0.8679129031
496	0.8676582277
497	0.8671613069
498	0.8668550527
499	0.8664875725
500	0.8660858401
501	0.8658373932
502	0.8654917554
503	0.8652501772
504	0.8649562221
505	0.8646801457
506	0.8643924546
507	0.8640606762
508	0.8638828827
509	0.8635336754
510	0.8632943267
511	0.8630925534
512	0.8626645883
513	0.8623226494
514	0.8620622733
515	0.8616502905
516	0.8612993584
517	0.8609914918
518	0.8607292151
519	0.8603829745
520	0.8601018598
521	0.8599020655
522	0.8594837813
523	0.8593125763
524	0.85889269
525	0.8585563377
526	0.8582112274
527	0.8578908056
528	0.8576787024
529	0.8573376466
530	0.857087137
531	0.8566460192
532	0.8563578575
533	0.8560404388
534	0.8557850843
535	0.8553799919
536	0.8549684954
537	0.8546868357
538	0.8543551498
539	0.854089304
540	0.8537294907
541	0.8534484108
542	0.8532283267
543	0.8529692931
544	0.8526283035
545	0.8523402377
546	0.8521361099
547	0.8518626065
548	0.8515540077
549	0.8512822564
550	0.8509646942
551	0.8506042517
552	0.8503508251
553	0.8501743853
554	0.8498922324
555	0.849775737
556	0.8497118739
557	0.8493489663
558	0.8490437356
559	0.8487602607
560	0.8485152809
561	0.8482275742
562	0.8480823483
563	0.8478766404
564	0.8475786517
565	0.8473440883
566	0.8470372739
567	0.8470099278
568	0.8467198998
569	0.8464940198
570	0.8462662862
571	0.8461463749
572	0.8457979774
573	0.8456307913
574	0.8454044121
575	0.8451707978
576	0.8449715466
577	0.8447510188
578	0.844471429
579	0.8441824992
580	0.8437379675
581	0.8436132584
582	0.843440673
583	0.8432317805
584	0.8428915007
585	0.8427260771
586	0.8424886694
587	0.8422840225
588	0.8421913173
589	0.8420433517
590	0.8418012165
591	0.8414346362
592	0.8412498388
593	0.8410680534
594	0.8408950491
595	0.8406040298
596	0.840390491
597	0.8400882382
598	0.8396432522
599	0.8394415809
600	0.8393365984
601	0.8391705864
602	0.8390052099
603	0.8387427253
604	0.8386370108
605	0.8383726089
606	0.8381181665
607	0.8381180864
608	0.8378551398
609	0.8376815015
610	0.8373452955
611	0.8370374865
612	0.8369381543
613	0.8366575332
614	0.836590303
615	0.8363607638
616	0.8362555251
617	0.8361070507
618	0.8358833675
619	0.8356360536
620	0.8354137501
621	0.8351780602
622	0.8350235827
623	0.834694194
624	0.8344851008
625	0.8342816427
626	0.8341294976
627	0.833984447
628	0.8337761576
629	0.8334656557
630	0.8331263414
631	0.8329617617
632	0.8327576813
633	0.8325891813
634	0.8323615331
635	0.8322017994
636	0.8320055897
637	0.8319198157
638	0.831575576
639	0.8314654605
640	0.8312882736
641	0.8309998029
642	0.8308024478
643	0.8305421095
644	0.8303224867
645	0.8300349843
646	0.8298570141
647	0.8297757092
648	0.82959695
649	0.8293882024
650	0.8290911824
651	0.828819923
652	0.8286572434
653	0.8285191416
654	0.8283254973
655	0.828105251
656	0.8279189113
657	0.8276461217
658	0.8274275035
659	0.8270547188
660	0.8268396347
661	0.8266129076
662	0.8263147797
663	0.826046924
664	0.8259159556
665	0.8258038206
666	0.8255847685
667	0.825363659
668	0.8251026902
669	0.8248702872
670	0.8247664734
671	0.8244777227
672	0.8243061887
673	0.8241703585
674	0.8239404005
675	0.8237581545
676	0.8236002648
677	0.8232719171
678	0.8230756416
679	0.8229214944
680	0.8226105488
681	0.8224980027
682	0.8222641565
683	0.8221485286
684	0.8220524555
685	0.8217580418
686	0.8216024172
687	0.8214321882
688	0.8212395887
689	0.8210983728
690	0.8209568867
691	0.8208039618
692	0.8205070794
693	0.8204101744
694	0.8200110043
695	0.81978903
696	0.8197889361
697	0.8196038935
698	0.8194117379
699	0.8190800955
700	0.8188944438
701	0.818703322
702	0.8185363753
703	0.8183722149
704	0.818116009
705	0.8179231194
706	0.8176824493
707	0.8175097475
708	0.817191553
709	0.8170674514
710	0.817030328
711	0.816877718
712	0.816658256
713	0.8165163367
714	0.8163100135
715	0.816060044
716	0.8159474187
717	0.815831811
718	0.8156551545
719	0.8154261593
720	0.8152161465
721	0.8151071641
722	0.8148782238
723	0.8145799185
724	0.8143496662
725	0.8141843722
726	0.8139852098
727	0.8137255348
728	0.813339511
729	0.8130874207
730	0.8128389205
731	0.8127197627
732	0.812511294
733	0.8122404399
734	0.811958312
735	0.8118681828
736	0.8116799019
737	0.8114572261
738	0.8111243865
739	0.8110107571
740	0.8109027548
741	0.8106487282
742	0.8104426587
743	0.8103950869
744	0.8100938174
745	0.8099943627
746	0.8099171155
747	0.809713769
748	0.8094624161
749	0.8093238653
750	0.809098141
751	0.8089722967
752	0.8088046732
753	0.8086136854
754	0.8083378912
755	0.8082066934
756	0.8080346472
757	0.8079249545
758	0.8077176053
759	0.8075171064
760	0.8073204225
761	0.8072162971
762	0.8070657062
763	0.8069565962
764	0.8068055566
765	0.8067001945
766	0.8066378625
767	0.8064706627
768	0.8062514632
769	0.8061172272
770	0.8060339389
771	0.8059525096
772	0.8056527703
773	0.8056134372
774	0.8055770924
775	0.8052804276
776	0.8052436466
777	0.8051458866
778	0.8049742852
779	0.8048367726
780	0.8046943834
781	0.8045295616
782	0.8043244405
783	0.8041285406
784	0.8040632487
785	0.8039816173
786	0.8038995304
787	0.8037311022
788	0.8036071609
789	0.803490007
790	0.8032647677
791	0.8031445625
792	0.8030313788
793	0.8028697254
794	0.8026522475
795	0.8025293596
796	0.8024917199
797	0.8023422695
798	0.8020840018
799	0.8019865493
800	0.8019581536
801	0.801776281
802	0.8016936357
803	0.8015323569
804	0.8013933455
805	0.8013496281
806	0.8011643598
807	0.8008319623
808	0.8006916364
809	0.8005996505
810	0.800388373
811	0.8002035966
812	0.799977575
813	0.7999073573
814	0.7998059655
815	0.7995826438
816	0.7995079514
817	0.7992230782
818	0.7990565707
819	0.7989479952
820	0.7988082103
821	0.7986594348
822	0.7985116445
823	0.7983431229
824	0.7981282128
825	0.7981112129
826	0.7979891921
827	0.7979264531
828	0.7977449753
829	0.7974960239
830	0.7974034379
831	0.7972860054
832	0.797162143
833	0.7969503662
834	0.7967585477
835	0.7965247544
836	0.7963824095
837	0.7961542273
838	0.795975301
839	0.7959220634
840	0.7957038336
841	0.7956263191
842	0.7955814198
843	0.7954473888
844	0.7953378967
845	0.7951197015
846	0.7948556136
847	0.7946938407
848	0.7945664937
849	0.7945486005
850	0.7945481103
851	0.7943539786
852	0.7943222387
853	0.7941741865
854	0.7940016601
855	0.7937758904
856	0.7936806516
857	0.7935123903
858	0.793416392
859	0.7933082891
860	0.7933082582
861	0.7932412235
862	0.7930846435
863	0.793049384
864	0.7928662225
865	0.7927967586
866	0.7926058714
867	0.7924455979
868	0.7922959564
869	0.7922239026
870	0.7920297664
871	0.7919160063
872	0.7919037462
873	0.7917681295
874	0.7915770756
875	0.7914696605
876	0.7914118613
877	0.7911054094
878	0.790943188
879	0.7908158281
880	0.7906798616
881	0.790429875
882	0.7903636356
883	0.7902867685
884	0.7902555312
885	0.790135843
886	0.789953377
887	0.789868129
888	0.7897836072
889	0.7895660662
890	0.7893812638
891	0.7892429698
892	0.7891048641
893	0.7889735693
894	0.7888739253
895	0.7887390673
896	0.7884580056
897	0.7881836195
898	0.7880072759
899	0.7879278591
900	0.7877420847
901	0.7876366797
902	0.7876023938
903	0.7874231279
904	0.7873737506
905	0.7870946101
906	0.7868184812
907	0.7866314512
908	0.7866247873
909	0.7864121337
910	0.7862183685
911	0.7860919935
912	0.7858848052
913	0.785741944
914	0.7855276168
915	0.7853761828
916	0.7852353393
917	0.7849719329
918	0.7848209857
919	0.7847378954
920	0.7845779355
921	0.7843547521
922	0.7841151342
923	0.7839422384
924	0.7837817514
925	0.7836384306
926	0.7834887341
927	0.7833699102
928	0.7831814197
929	0.7829767788
930	0.7828191012
931	0.7825914809
932	0.782484922
933	0.7823414008
934	0.7821675519
935	0.781935409
936	0.7816755508
937	0.781535929
938	0.7814578891
939	0.7812715083
940	0.7810863809
941	0.7810366021
942	0.780933567
943	0.7807803097
944	0.7806036188
945	0.7805997904
946	0.7804998813
947	0.7803261414
948	0.7800778162
949	0.7800157986
950	0.7797892144
951	0.7796467962
952	0.7794603827
953	0.7793161221
954	0.7792089504
955	0.7790174959
956	0.7788220655
957	0.7786507073
958	0.7785064773
959	0.7784537942
960	0.7782896817
961	0.778222458
962	0.7780708062
963	0.7779359909
964	0.7777948832
965	0.7776762235
966	0.7775527399
967	0.777276429
968	0.7771714386
969	0.7769320259
970	0.776883567
971	0.7766334834
972	0.7765068168
973	0.7763328307
974	0.7761911537
975	0.7760392358
976	0.7758888079
977	0.7758047864
978	0.7758029995
979	0.775608815
980	0.7754922352
981	0.7754626531
982	0.7753006188
983	0.7752299029
984	0.7750517911
985	0.7748961049
986	0.7747323865
987	0.7745091192
988	0.7744472956
989	0.7743175101
990	0.7742842476
991	0.7741253261
992	0.7739098094
993	0.7737922319
994	0.7736299369
995	0.7734903704
996	0.7733724098
997	0.7731565726
998	0.7730722449
999	0.772946503
1000	0.7727939158
1001	0.7726051046
1002	0.7724659984
1003	0.7724249556
1004	0.7723261134
1005	0.7722175026
1006	0.7721180666
1007	0.7720096749
1008	0.7719221457
1009	0.7718103145
1010	0.7716610925
1011	0.771477979
1012	0.771192802
1013	0.7710669762
1014	0.7709349398
1015	0.7708316907
1016	0.770693328
1017	0.7706134459
1018	0.7705143523
1019	0.7702337743
1020	0.7700338549
1021	0.7698641791
1022	0.7697642533
1023	0.7695367708
1024	0.769487731
1025	0.7693279627
1026	0.7692716589
1027	0.7691388763
1028	0.7690432937
1029	0.7689126028
1030	0.7688434547
1031	0.7686956516
1032	0.7684961528
1033	0.7683728406
1034	0.7683728067
1035	0.768305714
1036	0.7681989437
1037	0.7679303379
1038	0.7678130199
1039	0.7678070386
1040	0.7676542577
1041	0.767561874
1042	0.7674542255
1043	0.7672868791
1044	0.7672734573
1045	0.7670616099
1046	0.7668705308
1047	0.7668346943
1048	0.7666475876
1049	0.7664528403
1050	0.7663251644
1051	0.7661160693
1052	0.7660234333
1053	0.7659426971
1054	0.765827547
1055	0.7656956291
1056	0.7656039651
1057	0.7655856139
1058	0.7654846509
1059	0.7653888475
1060	0.7652731082
1061	0.7650756196
1062	0.7648745101
1063	0.7646560976
1064	0.7645892216
1065	0.7643811434
1066	0.7642629226
1067	0.7641179755
1068	0.7640566446
1069	0.7640375442
1070	0.7639926345
1071	0.7638404411
1072	0.7637658474
1073	0.7636666505
1074	0.7635605562
1075	0.7634387727
1076	0.763281396
1077	0.7631683913
1078	0.7630876346
1079	0.7628855423
1080	0.7627879842
1081	0.7626600849
1082	0.7625685617
1083	0.7623910164
1084	0.7622081553
1085	0.7620516037
1086	0.7619353268
1087	0.761822352
1088	0.7617668237
1089	0.7616316867
1090	0.7614901246
1091	0.761326056
1092	0.761305772
1093	0.7611668171
1094	0.7609221852
1095	0.7607996233
1096	0.7606429037
1097	0.7604732283
1098	0.7603739997
1099	0.7602260823
1100	0.760083194
1101	0.759853613
1102	0.7598249927
1103	0.7597970291
1104	0.7597302377
1105	0.7596292333
1106	0.7595811746
1107	0.7593761284
1108	0.7591425552
1109	0.7590983008
1110	0.7590119612
1111	0.758872106
1112	0.7587687846
1113	0.758684354
1114	0.7586318602
1115	0.7584908005
1116	0.758370728
1117	0.75823707
1118	0.758211476
1119	0.7582061953
1120	0.7580746639
1121	0.7579729662
1122	0.7578129624
1123	0.7576011515
1124	0.7575106961
1125	0.7573292413
1126	0.7572914429
1127	0.7571334174
1128	0.7570277848
1129	0.7569100689
1130	0.7568163559
1131	0.7566349847
1132	0.7565168332
1133	0.756399533
1134	0.7562312881
1135	0.756073705
1136	0.7560572519
1137	0.7558966126
1138	0.7557719496
1139	0.7556401394
1140	0.7555453602
1141	0.7554247869
1142	0.755322892
1143	0.7552269316
1144	0.7550506113
1145	0.7548571225
1146	0.7547689974
1147	0.7547183794
1148	0.7545509196
1149	0.7545197824
1150	0.7544708665
1151	0.7543441723
1152	0.7542112311
1153	0.7540820639
1154	0.7539020376
1155	0.7537452407
1156	0.7535394055
1157	0.7534566038
1158	0.7532664265
1159	0.7530887071
1160	0.7529293451
1161	0.7528580945
1162	0.7526669979
1163	0.7524440404
1164	0.7523300367
1165	0.7523054795
1166	0.7522232128
1167	0.7520847297
1168	0.7520006883
1169	0.7518435333
1170	0.7516937763
1171	0.7515824549
1172	0.7514952038
1173	0.751219877
1174	0.7509838339
1175	0.7509246094
1176	0.7507887312
1177	0.7506382509
1178	0.7506225615
1179	0.7505050792
1180	0.7503980887
1181	0.7503011912
1182	0.7501161372
1183	0.7499597369
1184	0.7499112017
1185	0.7497367295
1186	0.7496135586
1187	0.7495197644
1188	0.7493725151
1189	0.7492275987
1190	0.7490684991
1191	0.7489441324
1192	0.7488646382
1193	0.7486647054
1194	0.7485194104
1195	0.7483728934
1196	0.7482696999
1197	0.7480955315
1198	0.7479580264
1199	0.7478647543
1200	0.7477877484
1201	0.747594278
1202	0.7474266691
1203	0.7473314212
1204	0.7472592596
1205	0.7471043508
1206	0.7469174891
1207	0.7467834539
1208	0.7465920781
1209	0.7465238828
1210	0.7463818653
1211	0.746314725
1212	0.7463024578
1213	0.7461557231
1214	0.7459801133
1215	0.7458635759
1216	0.7457839599
1217	0.745663339
1218	0.7455740276
1219	0.745428555
1220	0.7453422027
1221	0.7452185488
1222	0.7451560956
1223	0.7449922075
1224	0.7448126577
1225	0.7447708741
1226	0.7446577657
1227	0.7444626272
1228	0.7443297287
1229	0.7443173004
1230	0.7442771497
1231	0.7442069785
1232	0.744125803
1233	0.7440452726
1234	0.7439515027
1235	0.7439469123
1236	0.7438206228
1237	0.7436228147
1238	0.7435191957
1239	0.7434533856
1240	0.743285082
1241	0.7431815748
1242	0.7430605889
1243	0.7428703657
1244	0.7427248203
1245	0.7426177605
1246	0.742531365
1247	0.7425313461
1248	0.7423365631
1249	0.7422502926
1250	0.7422008673
1251	0.7421078836
1252	0.7420391391
1253	0.7419938753
1254	0.7418985515
1255	0.7418394403
1256	0.741696539
1257	0.7415750242
1258	0.7414700955
1259	0.7413908739
1260	0.7412797304
1261	0.7411154917
1262	0.741014157
1263	0.7408866791
1264	0.7406654365
1265	0.7405854808
1266	0.7405382873
1267	0.7404704128
1268	0.7403465784
1269	0.7403465591
1270	0.7401550285
1271	0.7400349589
1272	0.7399219536
1273	0.7397665671
1274	0.7396442203
1275	0.7395604377
1276	0.7393663609
1277	0.7393285133
1278	0.7392225285
1279	0.7392225097
1280	0.7390966681
1281	0.7389499779
1282	0.7388462723
1283	0.7388462517
1284	0.7387730884
1285	0.7386738408
1286	0.7385109966
1287	0.7384782907
1288	0.7383768395
1289	0.7382698117
1290	0.738208221
1291	0.7381513896
1292	0.7380531784
1293	0.7378480589
1294	0.7377115456
1295	0.7377115273
1296	0.7374877509
1297	0.7374014593
1298	0.7372740878
1299	0.7371750788
1300	0.7370392019
1301	0.7369594992
1302	0.7368366185
1303	0.7367431174
1304	0.7365671055
1305	0.7364515715
1306	0.7363381818
1307	0.7362578416
1308	0.7361471817
1309	0.7359993863
1310	0.7358849237
1311	0.7358030085
1312	0.7357517273
1313	0.7357312312
1314	0.7355924535
1315	0.7355210509
1316	0.7353568086
1317	0.735336685
1318	0.7352040409
1319	0.7350760349
1320	0.7348788024
1321	0.7347827294
1322	0.7346275305
1323	0.7345836552
1324	0.7344364614
1325	0.7343654979
1326	0.734246826
1327	0.7342066558
1328	0.7340966671
1329	0.7339755473
1330	0.7338989977
1331	0.7338000331
1332	0.7337389868
1333	0.7335875183
1334	0.7335758688
1335	0.7334401459
1336	0.7333573262
1337	0.7333244418
1338	0.7332305492
1339	0.7330585738
1340	0.7329424113
1341	0.732852749
1342	0.73282082
1343	0.7327570715
1344	0.7327222536
1345	0.7325897975
1346	0.7324490877
1347	0.7322979195
1348	0.7321580403
1349	0.7321040779
1350	0.7319759379
1351	0.7318538841
1352	0.7318482113
1353	0.7317228612
1354	0.731634361
1355	0.7315988342
1356	0.7315193902
1357	0.7314393942
1358	0.7312798341
1359	0.7311638061
1360	0.7311147645
1361	0.7309931977
1362	0.7309678389
1363	0.7308553844
1364	0.730781402
1365	0.7306185396
1366	0.7304834322
1367	0.7303465995
1368	0.730226047
1369	0.730226033
1370	0.7300991849
1371	0.7299822052
1372	0.729928949
1373	0.7297584694
1374	0.7296594367
1375	0.7294100111
1376	0.7292745903
1377	0.7291171394
1378	0.728971553
1379	0.7287945517
1380	0.7286619997
1381	0.7286619825
1382	0.7285302598
1383	0.7284529665
1384	0.7283631999
1385	0.7283313055
1386	0.728239796
1387	0.7280903552
1388	0.7279006578
1389	0.7278177544
1390	0.7276547178
1391	0.7275589363
1392	0.7273916756
1393	0.7272236394
1394	0.7270617874
1395	0.7269040176
1396	0.7267774296
1397	0.7266388821
1398	0.7265642611
1399	0.7264437981
1400	0.7263661788
1401	0.7262753307
1402	0.7261260073
1403	0.7260280642
1404	0.7259137959
1405	0.7257998971
1406	0.7257138565
1407	0.7255568887
1408	0.7254350014
1409	0.7253760738
1410	0.7252377671
1411	0.7251515272
1412	0.7249690578
1413	0.7248331743
1414	0.7246883552
1415	0.7245528547
1416	0.7244110864
1417	0.7242621584
1418	0.724062805
1419	0.7239631882
1420	0.7238203467
1421	0.7237154106
1422	0.7235750304
1423	0.7234015569
1424	0.7233074592
1425	0.7231892751
1426	0.7230185575
1427	0.7228802694
1428	0.7227359597
1429	0.7225551636
1430	0.7223884353
1431	0.7223069644
1432	0.7222386846
1433	0.7221366381
1434	0.7220646566
1435	0.7219797111
1436	0.7218619837
1437	0.721759111
1438	0.7216522207
1439	0.7215479232
1440	0.7214312201
1441	0.7213584002
1442	0.7212547613
1443	0.7211438038
1444	0.7210684455
1445	0.7209656127
1446	0.7208519371
1447	0.7207622091
1448	0.7205798172
1449	0.7205052015
1450	0.7204499735
1451	0.7203474724
1452	0.7201979885
1453	0.7200982366
1454	0.7199654193
1455	0.7198740785
1456	0.7197752926
1457	0.7196652525
1458	0.7196152871
1459	0.7193962619
1460	0.719299062
1461	0.7192171287
1462	0.7191522227
1463	0.7190670523
1464	0.7189619543
1465	0.7188481078
1466	0.7188044709
1467	0.7186495149
1468	0.7185698123
1469	0.7184825417
1470	0.7184136572
1471	0.7182850343
1472	0.7181849067
1473	0.7181544797
1474	0.71802021
1475	0.7178668451
1476	0.7177720962
1477	0.7176687404
1478	0.7176316262
1479	0.7175208334
1480	0.7173484501
1481	0.7172715836
1482	0.7171141311
1483	0.717049765
1484	0.7170069156
1485	0.7169104385
1486	0.7167466345
1487	0.7167332331
1488	0.7165904993
1489	0.7165028509
1490	0.716407275
1491	0.7163227146
1492	0.7162454675
1493	0.7161490997
1494	0.7159985885
1495	0.7158576091
1496	0.7158118106
1497	0.7156979013
1498	0.7155763348
1499	0.7154579232
